,parameter,measure_id,metric_id,location_id,age_group_id,sex_id,location_name,sex,age,mean,lower,upper
444,Total anemia,prevalence,rate,180,169,2,Kenya,Female,Reproductive age,0.23290850737856836,0.22605055748991482,0.23934952174109383
445,Mild anemia,prevalence,rate,180,169,2,Kenya,Female,Reproductive age,0.10756521691836915,0.1044046541155074,0.1108388221349506
446,Moderate anemia,prevalence,rate,180,169,2,Kenya,Female,Reproductive age,0.11119477738530088,0.107205424793553,0.11483686583982856
447,Severe anemia,prevalence,rate,180,169,2,Kenya,Female,Reproductive age,0.014148513074898304,0.013288976202839087,0.015109357112232638
448,Total anemia,prevalence,count,181,1,3,Madagascar,Both,Under Five,1834282.0311616473,1596460.6642016664,2067517.5216226284
449,Mild anemia,prevalence,count,181,1,3,Madagascar,Both,Under Five,983301.7225757395,889399.2512034089,1078423.6510161394
450,Moderate anemia,prevalence,count,181,1,3,Madagascar,Both,Under Five,819596.7104817079,672796.4099383313,968956.8766960206
451,Severe anemia,prevalence,count,181,1,3,Madagascar,Both,Under Five,31383.598104199922,22861.78832982753,41794.15669281063
452,Total anemia,ylds,count,181,1,3,Madagascar,Both,Under Five,50192.91590271773,30826.05266249633,76262.14998302794
453,Mild anemia,ylds,count,181,1,3,Madagascar,Both,Under Five,3619.555254984455,1275.0426648156194,7940.956779033195
454,Moderate anemia,ylds,count,181,1,3,Madagascar,Both,Under Five,41962.41484464502,25893.617564179112,63091.512344712675
455,Severe anemia,ylds,count,181,1,3,Madagascar,Both,Under Five,4610.945803088247,2705.777817043566,7032.827117366458
456,Total anemia,prevalence,rate,181,1,3,Madagascar,Both,Under Five,0.46565054788593263,0.4052772530803546,0.5248596728048635
457,Mild anemia,prevalence,rate,181,1,3,Madagascar,Both,Under Five,0.24962082061317642,0.22578275400207987,0.27376845840374436
458,Moderate anemia,prevalence,rate,181,1,3,Madagascar,Both,Under Five,0.20806269199487276,0.1707959907915948,0.24597924029469065
459,Severe anemia,prevalence,rate,181,1,3,Madagascar,Both,Under Five,0.007967035277883481,0.005803689989098661,0.010609858043538091
460,Total anemia,ylds,rate,181,1,3,Madagascar,Both,Under Five,0.012741965735384423,0.007825496879758214,0.019359897398148068
461,Mild anemia,ylds,rate,181,1,3,Madagascar,Both,Under Five,0.0009188597276502388,0.0003236821303174018,0.002015890038760051
462,Moderate anemia,ylds,rate,181,1,3,Madagascar,Both,Under Five,0.010652572031494641,0.0065733496816042505,0.01601640139911425
463,Severe anemia,ylds,rate,181,1,3,Madagascar,Both,Under Five,0.0011705339762395407,0.0006868883309978332,0.0017853523857041687
464,Total anemia,ylds,count,181,169,2,Madagascar,Female,Reproductive age,79747.6120222679,48485.747457490565,121964.17286747738
465,Mild anemia,ylds,count,181,169,2,Madagascar,Female,Reproductive age,5010.381954961987,1733.117826683581,11279.692029241181
466,Moderate anemia,ylds,count,181,169,2,Madagascar,Female,Reproductive age,64245.92149601386,38703.67955211799,95983.70643271632
467,Severe anemia,ylds,count,181,169,2,Madagascar,Female,Reproductive age,10491.308571292066,6107.149639381665,16779.927829413144
468,Total anemia,prevalence,count,181,169,2,Madagascar,Female,Reproductive age,2686718.9465363394,2295829.3249383527,3072666.630443149
469,Mild anemia,prevalence,count,181,169,2,Madagascar,Female,Reproductive age,1359738.7701890043,1206085.866076476,1507410.5422106406
470,Moderate anemia,prevalence,count,181,169,2,Madagascar,Female,Reproductive age,1255675.7451889878,998709.5212050693,1526497.996076259
471,Severe anemia,prevalence,count,181,169,2,Madagascar,Female,Reproductive age,71304.4311583475,49142.5615309802,98087.3079267258
472,Total anemia,ylds,rate,181,169,2,Madagascar,Female,Reproductive age,0.009166127873126963,0.005581893480513384,0.014006898032590582
473,Mild anemia,ylds,rate,181,169,2,Madagascar,Female,Reproductive age,0.0005757292237086215,0.00019976347403223877,0.001295409072828928
474,Moderate anemia,ylds,rate,181,169,2,Madagascar,Female,Reproductive age,0.007384485994261528,0.004462485135792249,0.01102318785250147
475,Severe anemia,ylds,rate,181,169,2,Madagascar,Female,Reproductive age,0.0012059126551568133,0.0007049230963631168,0.0019270801627638682
476,Total anemia,prevalence,rate,181,169,2,Madagascar,Female,Reproductive age,0.30889776047963347,0.26381294463602173,0.35287844921086164
477,Mild anemia,prevalence,rate,181,169,2,Madagascar,Female,Reproductive age,0.15633427063621963,0.13873998498483814,0.1735475835530427
478,Moderate anemia,prevalence,rate,181,169,2,Madagascar,Female,Reproductive age,0.14436686771162027,0.1148652780028203,0.17530969361983473
479,Severe anemia,prevalence,rate,181,169,2,Madagascar,Female,Reproductive age,0.00819662213179357,0.0056520981798371915,0.011264774631102524
480,Total anemia,prevalence,count,184,1,3,Mozambique,Both,Under Five,3454769.916107517,3184176.7808676786,3709685.48334462
481,Mild anemia,prevalence,count,184,1,3,Mozambique,Both,Under Five,1323024.817705326,1224443.8085325684,1417890.4875734022
482,Moderate anemia,prevalence,count,184,1,3,Mozambique,Both,Under Five,1974304.271938646,1763445.184548114,2172375.564080415
483,Severe anemia,prevalence,count,184,1,3,Mozambique,Both,Under Five,157440.82646354428,119180.32318536361,203821.13861596218
484,Total anemia,ylds,count,184,1,3,Mozambique,Both,Under Five,128463.53360288277,82095.82043999978,187632.90633242013
485,Mild anemia,ylds,count,184,1,3,Mozambique,Both,Under Five,4869.985015229492,1705.3287678688614,10799.754176342733
486,Moderate anemia,ylds,count,184,1,3,Mozambique,Both,Under Five,100674.23948827581,64380.240023254446,147854.7999101266
487,Severe anemia,ylds,count,184,1,3,Mozambique,Both,Under Five,22919.309099377497,14752.326062616303,34577.889539861695
488,Total anemia,prevalence,rate,184,1,3,Mozambique,Both,Under Five,0.676737598174364,0.6237324624138324,0.72667173355773
489,Mild anemia,prevalence,rate,184,1,3,Mozambique,Both,Under Five,0.25916071379588623,0.23985017300932557,0.2777434753501078
490,Moderate anemia,prevalence,rate,184,1,3,Mozambique,Both,Under Five,0.38673658839848624,0.34543245648260956,0.42553578306738576
491,Severe anemia,prevalence,rate,184,1,3,Mozambique,Both,Under Five,0.030840295979991373,0.02334563737112193,0.03992550333410906
492,Total anemia,ylds,rate,184,1,3,Mozambique,Both,Under Five,0.025164079025371777,0.016081339624294182,0.03675447148530909
493,Mild anemia,ylds,rate,184,1,3,Mozambique,Both,Under Five,0.0009539570050629627,0.0003340483223164969,0.002115509825443404
494,Moderate anemia,ylds,rate,184,1,3,Mozambique,Both,Under Five,0.019720573202770177,0.01261112318944668,0.02896253718756079
495,Severe anemia,ylds,rate,184,1,3,Mozambique,Both,Under Five,0.00448954881753864,0.002889759361557822,0.006773289824032445
496,Total anemia,ylds,count,184,169,2,Mozambique,Female,Reproductive age,112708.8256145674,71556.71433975837,165552.7459718907
497,Mild anemia,ylds,count,184,169,2,Mozambique,Female,Reproductive age,5689.435672107959,2016.5252040542125,12509.077106503297
498,Moderate anemia,ylds,count,184,169,2,Mozambique,Female,Reproductive age,88477.22651802975,55263.21884541252,132399.73248572845
499,Severe anemia,ylds,count,184,169,2,Mozambique,Female,Reproductive age,18542.16342442969,11486.718223685397,28362.67797219361
500,Total anemia,prevalence,count,184,169,2,Mozambique,Female,Reproductive age,3401165.8117996864,3045582.650537371,3753159.889852765
501,Mild anemia,prevalence,count,184,169,2,Mozambique,Female,Reproductive age,1543590.5538429008,1432501.205114144,1663810.5116655538
502,Moderate anemia,prevalence,count,184,169,2,Mozambique,Female,Reproductive age,1731220.650854871,1487261.6676591325,1981839.0833283956
503,Severe anemia,prevalence,count,184,169,2,Mozambique,Female,Reproductive age,126354.60710191466,92995.0241900776,164603.27911659962
504,Total anemia,ylds,rate,184,169,2,Mozambique,Female,Reproductive age,0.011917620931506468,0.007605211745147784,0.017491766199283325
505,Mild anemia,ylds,rate,184,169,2,Mozambique,Female,Reproductive age,0.0006014222526468979,0.0002134636190490351,0.0013216685161653219
506,Moderate anemia,ylds,rate,184,169,2,Mozambique,Female,Reproductive age,0.009355344526234257,0.00586504558406705,0.013988926320081934
507,Severe anemia,ylds,rate,184,169,2,Mozambique,Female,Reproductive age,0.0019608541526253127,0.0012155802871110521,0.0029967085653741397
508,Total anemia,prevalence,rate,184,169,2,Mozambique,Female,Reproductive age,0.35971746987460834,0.32211148523289823,0.3965467012729537
509,Mild anemia,prevalence,rate,184,169,2,Mozambique,Female,Reproductive age,0.16325639972195638,0.15136120071780113,0.17579282239694924
510,Moderate anemia,prevalence,rate,184,169,2,Mozambique,Female,Reproductive age,0.18309833166679151,0.15727002699128953,0.20939468981123527
511,Severe anemia,prevalence,rate,184,169,2,Mozambique,Female,Reproductive age,0.013362738485860507,0.009860657929582559,0.017391448610775673
512,Total anemia,prevalence,count,189,1,3,United Republic of Tanzania,Both,Under Five,5423939.705726387,4794657.416269349,6058390.227676549
513,Mild anemia,prevalence,count,189,1,3,United Republic of Tanzania,Both,Under Five,2542963.8944625137,2326452.072216635,2764483.974171035
514,Moderate anemia,prevalence,count,189,1,3,United Republic of Tanzania,Both,Under Five,2749442.7261578725,2304519.998911573,3223007.489871463
515,Severe anemia,prevalence,count,189,1,3,United Republic of Tanzania,Both,Under Five,131533.08510600097,91190.12917495618,180545.76358795658
516,Total anemia,ylds,count,189,1,3,United Republic of Tanzania,Both,Under Five,169144.5472932282,104523.27828034929,243832.5673647299
517,Mild anemia,ylds,count,189,1,3,United Republic of Tanzania,Both,Under Five,9360.947739277744,3332.6981585833823,20563.598587142547
518,Moderate anemia,ylds,count,189,1,3,United Republic of Tanzania,Both,Under Five,140554.38267344225,87269.582519515,203349.51148683822
519,Severe anemia,ylds,count,189,1,3,United Republic of Tanzania,Both,Under Five,19229.216880508215,11073.638247857434,30011.52583907637
520,Total anemia,prevalence,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.5827633288291683,0.5151514707198216,0.6509304763656218
521,Mild anemia,prevalence,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.2732231891635481,0.24996055036067452,0.29702392922655957
522,Moderate anemia,prevalence,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.2954078552586573,0.24760410675310837,0.3462889846758161
523,Severe anemia,prevalence,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.0141322844069628,0.009797723816556027,0.01939834435907154
524,Total anemia,ylds,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.01817336563122865,0.011230274836293802,0.02619805645782017
525,Mild anemia,ylds,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.0010057665389934121,0.00035807445846575657,0.0022094108370522684
526,Moderate anemia,ylds,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.015101557976727988,0.009376489263129334,0.02184844313529931
527,Severe anemia,ylds,rate,189,1,3,United Republic of Tanzania,Both,Under Five,0.0020660411155072485,0.0011897828216560445,0.0032245226993872877
528,Total anemia,ylds,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,229818.73070479397,145586.36632078618,340142.0551902474
529,Mild anemia,ylds,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,11851.983277004845,4200.509360689573,26355.782645790157
530,Moderate anemia,ylds,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,183882.88754589923,115425.45181844804,275070.30225464323
531,Severe anemia,ylds,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,34083.85988188988,20823.265474746346,50951.32950798495
532,Total anemia,prevalence,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,7048278.289931807,6168465.167323096,7891454.558897418
533,Mild anemia,prevalence,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,3213743.1103153354,2927636.624359008,3501450.8767078808
534,Moderate anemia,prevalence,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,3601666.5195303094,2997789.6180861685,4210760.273906114
535,Severe anemia,prevalence,count,189,169,2,United Republic of Tanzania,Female,Reproductive age,232868.6600861623,170443.57863744337,311101.1558472755
536,Total anemia,ylds,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.012463621020717809,0.007907912800521083,0.01843242598051557
537,Mild anemia,ylds,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.0006425675161877433,0.0002279474521533835,0.0014282297803644625
538,Moderate anemia,ylds,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.009972235543393842,0.0062774056953316636,0.01490616319969872
539,Severe anemia,ylds,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.0018488179611362236,0.0011299548828659406,0.0027610717211651605
540,Total anemia,prevalence,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.38232849138812675,0.3344381593116641,0.4276408924327844
541,Mild anemia,prevalence,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.17432589234716345,0.15904218434882061,0.18974494075197754
542,Moderate anemia,prevalence,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.19537046758438728,0.16259066760886617,0.22818268392909763
543,Severe anemia,prevalence,rate,189,169,2,United Republic of Tanzania,Female,Reproductive age,0.012632131456575962,0.009238466433409307,0.016858688715808527
544,Total anemia,prevalence,count,190,1,3,Uganda,Both,Under Five,3578906.579367002,3134496.5939827384,4010116.1732104663
545,Mild anemia,prevalence,count,190,1,3,Uganda,Both,Under Five,1657760.2564604713,1490365.0196051886,1814705.2348985625
546,Moderate anemia,prevalence,count,190,1,3,Uganda,Both,Under Five,1801533.7135805744,1493985.525186866,2097772.4220741615
547,Severe anemia,prevalence,count,190,1,3,Uganda,Both,Under Five,119612.60932595625,87034.62980734259,160555.27099469185
548,Total anemia,ylds,count,190,1,3,Uganda,Both,Under Five,115699.9004877896,73585.16817213448,170341.36219341657
549,Mild anemia,ylds,count,190,1,3,Uganda,Both,Under Five,6109.540325170757,2140.98600335799,13281.075438092146
550,Moderate anemia,ylds,count,190,1,3,Uganda,Both,Under Five,92053.88735724258,58320.85791733364,137853.6428581473
551,Severe anemia,ylds,count,190,1,3,Uganda,Both,Under Five,17536.472805376256,10548.583246630153,26680.655306626446
552,Total anemia,prevalence,rate,190,1,3,Uganda,Both,Under Five,0.5048001230324359,0.4421166720051957,0.5656216759837978
553,Mild anemia,prevalence,rate,190,1,3,Uganda,Both,Under Five,0.23382493028570173,0.21021404961987106,0.25596181557955705
554,Moderate anemia,prevalence,rate,190,1,3,Uganda,Both,Under Five,0.2541039896110958,0.2107247172281308,0.2958880745482841
555,Severe anemia,prevalence,rate,190,1,3,Uganda,Both,Under Five,0.016871203135638384,0.012276121452323523,0.022646112368197517
556,Total anemia,ylds,rate,190,1,3,Uganda,Both,Under Five,0.016319320637703506,0.010379092363239589,0.02402642781694461
557,Mild anemia,ylds,rate,190,1,3,Uganda,Both,Under Five,0.0008617427248864673,0.0003019832940420008,0.0018732784347608648
558,Moderate anemia,ylds,rate,190,1,3,Uganda,Both,Under Five,0.012984081208336247,0.008226081234351283,0.019444077215217587
559,Severe anemia,ylds,rate,190,1,3,Uganda,Both,Under Five,0.0024734967044807914,0.0014878639614165643,0.003763271765465638
560,Total anemia,ylds,count,190,169,2,Uganda,Female,Reproductive age,104414.22136773008,64209.93742788217,163441.16101569126
561,Mild anemia,ylds,count,190,169,2,Uganda,Female,Reproductive age,6333.88435320104,2187.0838183918695,14126.973715932969
562,Moderate anemia,ylds,count,190,169,2,Uganda,Female,Reproductive age,82852.26186008674,49807.734371349085,129661.1054472546
563,Severe anemia,ylds,count,190,169,2,Uganda,Female,Reproductive age,15228.075154442322,9003.135187103502,23829.084707842438
564,Total anemia,prevalence,count,190,169,2,Uganda,Female,Reproductive age,3434370.9451984395,2939572.1748353047,3970393.324652332
565,Mild anemia,prevalence,count,190,169,2,Uganda,Female,Reproductive age,1715285.0114563813,1527004.1783909684,1904196.1023603952
566,Moderate anemia,prevalence,count,190,169,2,Uganda,Female,Reproductive age,1615728.2873830458,1299899.3792515784,1976362.6273616713
567,Severe anemia,prevalence,count,190,169,2,Uganda,Female,Reproductive age,103357.64635901277,72158.16804052975,146140.26083743642
568,Total anemia,ylds,rate,190,169,2,Uganda,Female,Reproductive age,0.007996619459441483,0.004929243136608744,0.012508444412394733
569,Mild anemia,ylds,rate,190,169,2,Uganda,Female,Reproductive age,0.00048497003914522123,0.000167721273593216,0.0010811625684924266
570,Moderate anemia,ylds,rate,190,169,2,Uganda,Female,Reproductive age,0.006345169635835521,0.003878261739608645,0.009923196334740479
571,Severe anemia,ylds,rate,190,169,2,Uganda,Female,Reproductive age,0.001166479784460742,0.0006904608844351661,0.0018236824776206566
572,Total anemia,prevalence,rate,190,169,2,Uganda,Female,Reproductive age,0.2630854066992321,0.22571389157612778,0.30386130328570565
573,Mild anemia,prevalence,rate,190,169,2,Uganda,Female,Reproductive age,0.13140054198214432,0.117038041443093,0.14573153389669696
574,Moderate anemia,prevalence,rate,190,169,2,Uganda,Female,Reproductive age,0.12376772397617276,0.09964747284583164,0.15125456714489746
575,Severe anemia,prevalence,rate,190,169,2,Uganda,Female,Reproductive age,0.007917140740915008,0.005523765048258128,0.011184375574292721
576,Total anemia,prevalence,count,196,1,3,South Africa,Both,Under Five,832720.408593614,617868.4084361937,1052966.5004290252
577,Mild anemia,prevalence,count,196,1,3,South Africa,Both,Under Five,563937.8060567426,439386.1685966155,689539.449571724
578,Moderate anemia,prevalence,count,196,1,3,South Africa,Both,Under Five,257971.3601280419,169059.07795111596,361061.5164703154
579,Severe anemia,prevalence,count,196,1,3,South Africa,Both,Under Five,10811.242408829523,5435.3899529627115,18523.567233625985
580,Total anemia,ylds,count,196,1,3,South Africa,Both,Under Five,16934.76383290735,9124.454032149793,28348.333234259666
581,Mild anemia,ylds,count,196,1,3,South Africa,Both,Under Five,2081.863519169709,727.662897367629,4700.976394606265
582,Moderate anemia,ylds,count,196,1,3,South Africa,Both,Under Five,13252.723150182619,7196.864116077195,21935.427374297844
583,Severe anemia,ylds,count,196,1,3,South Africa,Both,Under Five,1600.177163555023,700.4957505599068,3009.581688250094
584,Total anemia,prevalence,rate,196,1,3,South Africa,Both,Under Five,0.16345391496314213,0.12128081556390484,0.20668581560387508
585,Mild anemia,prevalence,rate,196,1,3,South Africa,Both,Under Five,0.11069482775302623,0.08624670261062554,0.1353490576079208
586,Moderate anemia,prevalence,rate,196,1,3,South Africa,Both,Under Five,0.05063695848707513,0.03318444926531712,0.07087242944997117
587,Severe anemia,prevalence,rate,196,1,3,South Africa,Both,Under Five,0.002122128723040749,0.0010669076415018674,0.003635973794052592
588,Total anemia,ylds,rate,196,1,3,South Africa,Both,Under Five,0.003324109051368049,0.0017910306005049065,0.005564467979889295
589,Mild anemia,ylds,rate,196,1,3,South Africa,Both,Under Five,0.0004086470550204827,0.00014283227373884031,0.000922750286792483
590,Moderate anemia,ylds,rate,196,1,3,South Africa,Both,Under Five,0.0026013647083281384,0.0014126657676342101,0.00430568464963422
591,Severe anemia,ylds,rate,196,1,3,South Africa,Both,Under Five,0.00031409728801942867,0.0001374996597446663,0.0005907479920861797
592,Total anemia,ylds,count,196,169,2,South Africa,Female,Reproductive age,172372.06496230443,110744.29574381163,248676.17055683734
593,Mild anemia,ylds,count,196,169,2,South Africa,Female,Reproductive age,8999.409121602792,3171.237010797301,20132.291607617735
594,Moderate anemia,ylds,count,196,169,2,South Africa,Female,Reproductive age,125698.35249307884,80157.59358000131,184181.71139890252
595,Severe anemia,ylds,count,196,169,2,South Africa,Female,Reproductive age,37674.30334762281,24909.627825112697,54036.16613701569
596,Total anemia,prevalence,count,196,169,2,South Africa,Female,Reproductive age,5157813.243432012,4733034.531129236,5615218.015030889
597,Mild anemia,prevalence,count,196,169,2,South Africa,Female,Reproductive age,2441916.458277463,2288359.373596035,2606725.624416576
598,Moderate anemia,prevalence,count,196,169,2,South Africa,Female,Reproductive age,2459024.8122295486,2198112.9201006372,2739927.3189797155
599,Severe anemia,prevalence,count,196,169,2,South Africa,Female,Reproductive age,256871.97292500152,213910.896226891,307730.80559938727
600,Total anemia,ylds,rate,196,169,2,South Africa,Female,Reproductive age,0.009130435692941643,0.0059115413721746975,0.013162192636790294
601,Mild anemia,ylds,rate,196,169,2,South Africa,Female,Reproductive age,0.0004765609099446253,0.0001707835086004496,0.0010655830020469784
602,Moderate anemia,ylds,rate,196,169,2,South Africa,Female,Reproductive age,0.006658129454724097,0.004261249052166646,0.00974856239814899
603,Severe anemia,ylds,rate,196,169,2,South Africa,Female,Reproductive age,0.001995745328272919,0.001319695108552643,0.0028600827592623933
604,Total anemia,prevalence,rate,196,169,2,South Africa,Female,Reproductive age,0.2732695641730238,0.2505224081078878,0.297208136372356
605,Mild anemia,prevalence,rate,196,169,2,South Africa,Female,Reproductive age,0.12937799041644146,0.12115847721852863,0.13797150222717663
606,Moderate anemia,prevalence,rate,196,169,2,South Africa,Female,Reproductive age,0.1302832586508473,0.1164389270390855,0.14502174093505565
607,Severe anemia,prevalence,rate,196,169,2,South Africa,Female,Reproductive age,0.01360831510573505,0.011327992035087489,0.016287898170959006
608,Total anemia,prevalence,count,201,1,3,Burkina Faso,Both,Under Five,3461606.061475707,3300253.7595693422,3596616.6586117265
609,Mild anemia,prevalence,count,201,1,3,Burkina Faso,Both,Under Five,883433.8357256299,800613.8816233203,958829.1929294452
610,Moderate anemia,prevalence,count,201,1,3,Burkina Faso,Both,Under Five,2255446.439028583,2089374.3922766864,2417961.3427888583
611,Severe anemia,prevalence,count,201,1,3,Burkina Faso,Both,Under Five,322725.7867214949,252620.52090435146,402569.89627734845
612,Total anemia,ylds,count,201,1,3,Burkina Faso,Both,Under Five,164377.90972070655,110984.31523170437,237244.98454045615
613,Mild anemia,ylds,count,201,1,3,Burkina Faso,Both,Under Five,3245.001736947336,1169.907961572959,7275.668810510984
614,Moderate anemia,ylds,count,201,1,3,Burkina Faso,Both,Under Five,114544.23144105799,75590.74838832441,169510.40401737535
615,Severe anemia,ylds,count,201,1,3,Burkina Faso,Both,Under Five,46588.67654270122,29868.562666172722,69451.79563111733
616,Total anemia,prevalence,rate,201,1,3,Burkina Faso,Both,Under Five,0.8557830887904155,0.8158933471916829,0.8891605973181321
617,Mild anemia,prevalence,rate,201,1,3,Burkina Faso,Both,Under Five,0.21840374763988718,0.19792888282960888,0.23704309322759148
618,Moderate anemia,prevalence,rate,201,1,3,Burkina Faso,Both,Under Five,0.557594621084751,0.5165380575685383,0.5977717827387712
619,Severe anemia,prevalence,rate,201,1,3,Burkina Faso,Both,Under Five,0.07978472006577748,0.06245319826462489,0.09952389242795534
620,Total anemia,ylds,rate,201,1,3,Burkina Faso,Both,Under Five,0.04063773659147365,0.02743769753389764,0.058652036674419476
621,Mild anemia,ylds,rate,201,1,3,Burkina Faso,Both,Under Five,0.0008022338649335484,0.0002892262814355578,0.001798701012506554
622,Moderate anemia,ylds,rate,201,1,3,Burkina Faso,Both,Under Five,0.028317784994854114,0.01868765046943611,0.04190659900516203
623,Severe anemia,ylds,rate,201,1,3,Burkina Faso,Both,Under Five,0.011517717731685983,0.0073841478094970004,0.01716996998841065
624,Total anemia,ylds,count,201,169,2,Burkina Faso,Female,Reproductive age,106708.87921869164,69252.14252472762,159879.60683589778
625,Mild anemia,ylds,count,201,169,2,Burkina Faso,Female,Reproductive age,4815.300087071016,1687.2065301807563,10508.404478498305
626,Moderate anemia,ylds,count,201,169,2,Burkina Faso,Female,Reproductive age,85421.76973967573,54561.85284289544,129334.00456230737
627,Severe anemia,ylds,count,201,169,2,Burkina Faso,Female,Reproductive age,16471.80939194491,9745.627224255039,25585.237809089747
628,Total anemia,prevalence,count,201,169,2,Burkina Faso,Female,Reproductive age,3090318.342518721,2752405.127619159,3440131.802806299
629,Mild anemia,prevalence,count,201,169,2,Burkina Faso,Female,Reproductive age,1305815.9031867296,1202605.83414504,1414754.2614108475
630,Moderate anemia,prevalence,count,201,169,2,Burkina Faso,Female,Reproductive age,1672058.8190614686,1414337.3782432268,1933161.5356251681
631,Severe anemia,prevalence,count,201,169,2,Burkina Faso,Female,Reproductive age,112443.62027052284,81098.1545330841,157573.17386484263
632,Total anemia,ylds,rate,201,169,2,Burkina Faso,Female,Reproductive age,0.014890196170882556,0.009679678588795163,0.0222923979666926
633,Mild anemia,ylds,rate,201,169,2,Burkina Faso,Female,Reproductive age,0.0006717400970030199,0.0002368643176089105,0.0014652121009410758
634,Moderate anemia,ylds,rate,201,169,2,Burkina Faso,Female,Reproductive age,0.01191968125177604,0.007661347171165146,0.018033351203373328
635,Severe anemia,ylds,rate,201,169,2,Burkina Faso,Female,Reproductive age,0.002298774822103497,0.001365372196128004,0.0035674112202322274
636,Total anemia,prevalence,rate,201,169,2,Burkina Faso,Female,Reproductive age,0.43132590957453126,0.38418237347833045,0.47966584809498514
637,Mild anemia,prevalence,rate,201,169,2,Burkina Faso,Female,Reproductive age,0.18225773128065006,0.1678726293089093,0.19726258804736801
638,Moderate anemia,prevalence,rate,201,169,2,Burkina Faso,Female,Reproductive age,0.2333746869953535,0.19749690090169025,0.2695453606556078
639,Severe anemia,prevalence,rate,201,169,2,Burkina Faso,Female,Reproductive age,0.015693491298527623,0.011313052139013293,0.021970806472368765
640,Total anemia,prevalence,count,202,1,3,Cameroon,Both,Under Five,2328648.777989366,2051380.9200325676,2589599.3208768372
641,Mild anemia,prevalence,count,202,1,3,Cameroon,Both,Under Five,1090534.777747674,988758.025476919,1194392.7606833456
642,Moderate anemia,prevalence,count,202,1,3,Cameroon,Both,Under Five,1172805.9741060142,975613.6141436208,1371493.2818499438
643,Severe anemia,prevalence,count,202,1,3,Cameroon,Both,Under Five,65308.02613567794,45617.991986279165,90158.04930780205
644,Total anemia,ylds,count,202,1,3,Cameroon,Both,Under Five,73496.39820631674,45906.96451483214,111200.56604113778
645,Mild anemia,ylds,count,202,1,3,Cameroon,Both,Under Five,4010.0495697365723,1435.0842158060302,8979.380449854245
646,Moderate anemia,ylds,count,202,1,3,Cameroon,Both,Under Five,59942.63036405053,37471.04623699073,88740.69828138071
647,Severe anemia,ylds,count,202,1,3,Cameroon,Both,Under Five,9543.718272529633,5602.766811391179,14454.295201019737
648,Total anemia,prevalence,rate,202,1,3,Cameroon,Both,Under Five,0.5535032821591799,0.48759868080111535,0.6155293735709327
649,Mild anemia,prevalence,rate,202,1,3,Cameroon,Both,Under Five,0.25921237435954186,0.23502076291438223,0.28389867955794174
650,Moderate anemia,prevalence,rate,202,1,3,Cameroon,Both,Under Five,0.27876765364507766,0.23189642965992177,0.3259942161044415
651,Severe anemia,prevalence,rate,202,1,3,Cameroon,Both,Under Five,0.01552325415456032,0.010843072827718628,0.02142992823848058
652,Total anemia,ylds,rate,202,1,3,Cameroon,Both,Under Five,0.017469572061957445,0.010911759546179458,0.026431585073500283
653,Mild anemia,ylds,rate,202,1,3,Cameroon,Both,Under Five,0.0009531603131609466,0.00034110932963850245,0.0021343349833295444
654,Moderate anemia,ylds,rate,202,1,3,Cameroon,Both,Under Five,0.014247937671564138,0.00890660166279806,0.021093033962061074
655,Severe anemia,ylds,rate,202,1,3,Cameroon,Both,Under Five,0.00226847407723236,0.0013317378939193987,0.003435683350225966
656,Total anemia,ylds,count,202,169,2,Cameroon,Female,Reproductive age,90825.70510297654,56633.32019313571,135619.78653427915
657,Mild anemia,ylds,count,202,169,2,Cameroon,Female,Reproductive age,5503.419977124542,1954.1100924536215,11982.392122133948
658,Moderate anemia,ylds,count,202,169,2,Cameroon,Female,Reproductive age,72940.6290491578,45717.15083645462,108576.24634684091
659,Severe anemia,ylds,count,202,169,2,Cameroon,Female,Reproductive age,12381.656076694217,7575.078000004733,19084.56979266163
660,Total anemia,prevalence,count,202,169,2,Cameroon,Female,Reproductive age,3003953.325082552,2631315.3421578654,3370276.3315812894
661,Mild anemia,prevalence,count,202,169,2,Cameroon,Female,Reproductive age,1493200.5173387737,1371599.2945041396,1634225.648650459
